--------- beginning of main
--------- beginning of system
08-05 23:19:57.721  2658 11164 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 23:20:05.353  2658 11413 D CustomInterceptor: Expires Wed, 05 Aug 2020 22:20:01 GMT
08-05 23:20:05.353  2658 11413 D CustomInterceptor: Server GSE
08-05 23:20:05.353  2658 11413 D CustomInterceptor: X-Content-Type-Options nosniff
08-05 23:20:05.353  2658 11413 D CustomInterceptor: X-XSS-Protection 1; mode=block
08-05 23:20:05.353  2658 11413 D CustomInterceptor: CACHEABLE true
08-05 23:20:05.353  2658 11413 D CustomInterceptor: REQ http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 23:20:05.353  2658 11413 D CustomInterceptor: REQ_SERV_BY net
08-05 23:20:05.353  2658 11413 D CustomInterceptor: PREFLIB Adding response to lrucache - http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 23:20:05.355  2658 11413 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 23:20:05.634  2658 11409 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:05.637  2658 11410 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:05.644  2658 11409 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:05.645  2658 11410 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:05.751  2658 11411 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:05.753  2658 11411 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:05.819  2658 11416 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 23:20:05.821  2658 11416 D CustomInterceptor: HEADER RESPONSE
08-05 23:20:05.821  2658 11416 D CustomInterceptor: Accept-Ranges bytes
08-05 23:20:05.821  2658 11416 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 23:20:05.821  2658 11416 D CustomInterceptor: Content-Length 477
08-05 23:20:05.821  2658 11416 D CustomInterceptor: Content-Type image/png
08-05 23:20:05.821  2658 11416 D CustomInterceptor: Date Wed, 05 Aug 2020 21:20:02 GMT
08-05 23:20:05.821  2658 11416 D CustomInterceptor: ETag "c9bf1f07378831e51f45ddc262f16afc"
08-05 23:20:05.821  2658 11416 D CustomInterceptor: Expires Wed, 05 Aug 2020 21:25:05 GMT+00:00
08-05 23:20:05.821  2658 11416 D CustomInterceptor: Last-Modified Wed, 05 Aug 2020 20:57:00 GMT
08-05 23:20:05.821  2658 11416 D CustomInterceptor: Server AmazonS3
08-05 23:20:05.821  2658 11416 D CustomInterceptor: x-amz-id-2 94Rwk5ojWxCqHXBHdbTnIfMwWvr8BoPO9FIAVluZq4vB828m+Cmx0ha8bhtO/NPhl223fsMKZj0=
08-05 23:20:05.821  2658 11416 D CustomInterceptor: x-amz-request-id 0EA63B351126C2AD
08-05 23:20:05.822  2658 11416 D CustomInterceptor: CACHEABLE true
08-05 23:20:05.822  2658 11416 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-05 23:20:05.822  2658 11416 D CustomInterceptor: REQ_SERV_BY net
08-05 23:20:05.822  2658 11416 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-05 23:20:05.824  2658 11415 D CustomInterceptor: HEADER RESPONSE
08-05 23:20:05.825  2658 11415 D CustomInterceptor: accept-ranges bytes
08-05 23:20:05.825  2658 11415 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-05 23:20:05.825  2658 11415 D CustomInterceptor: access-control-allow-origin *
08-05 23:20:05.825  2658 11415 D CustomInterceptor: cache-control public, max-age=31557600
08-05 23:20:05.825  2658 11415 D CustomInterceptor: content-length 79351
08-05 23:20:05.825  2658 11415 D CustomInterceptor: content-type image/png
08-05 23:20:05.825  2658 11415 D CustomInterceptor: date Wed, 05 Aug 2020 21:20:01 GMT
08-05 23:20:05.826  2658 11415 D CustomInterceptor: etag "b17a734fb67cc334f872374df18d4823"
08-05 23:20:05.826  2658 11415 D CustomInterceptor: last-modified Wed, 05 Aug 2020 14:43:13 GMT
08-05 23:20:05.826  2658 11415 D CustomInterceptor: server nginx
08-05 23:20:05.826  2658 11415 D CustomInterceptor: server-timing akam;dur=60;start=2020-07-28T11:13:12.502Z;total=1330;desc=miss,rtt;dur=0
08-05 23:20:05.826  2658 11415 D CustomInterceptor: status 200 OK
08-05 23:20:05.826  2658 11415 D CustomInterceptor: timing-allow-origin *
08-05 23:20:05.826  2658 11415 D CustomInterceptor: vary User-Agent
08-05 23:20:05.826  2658 11415 D CustomInterceptor: via 1.1 varnish
08-05 23:20:05.826  2658 11415 D CustomInterceptor: x-cache HIT, HIT
08-05 23:20:05.826  2658 11415 D CustomInterceptor: x-cache-hits 1, 1
08-05 23:20:05.826  2658 11415 D CustomInterceptor: x-cld-vary User-Agent
08-05 23:20:05.826  2658 11415 D CustomInterceptor: x-request-id 118e90281c8e5540ce13bb2507dc55c0
08-05 23:20:05.826  2658 11415 D CustomInterceptor: x-served-by cache-bwi5145-BWI, cache-ams21045-AMS
08-05 23:20:05.826  2658 11415 D CustomInterceptor: x-timer S1595958603.567940,VS0,VE1
08-05 23:20:05.826  2658 11415 D CustomInterceptor: CACHEABLE true
08-05 23:20:05.826  2658 11415 D CustomInterceptor: REQ https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-05 23:20:05.827  2658 11415 D CustomInterceptor: REQ_SERV_BY net
08-05 23:20:05.827  2658 11415 D CustomInterceptor: PREFLIB Adding response to lrucache - https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-05 23:20:05.829  2658 11414 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 23:20:05.830  2658 11414 D CustomInterceptor: HEADER RESPONSE
08-05 23:20:05.831  2658 11414 D CustomInterceptor: Accept-Ranges bytes
08-05 23:20:05.831  2658 11414 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 23:20:05.831  2658 11414 D CustomInterceptor: Content-Length 243
08-05 23:20:05.831  2658 11414 D CustomInterceptor: Content-Type image/png
08-05 23:20:05.831  2658 11414 D CustomInterceptor: Date Wed, 05 Aug 2020 21:20:02 GMT
08-05 23:20:05.831  2658 11414 D CustomInterceptor: ETag "ff3726165bbd11816de674a75693fba7"
08-05 23:20:05.831  2658 11414 D CustomInterceptor: Expires Wed, 05 Aug 2020 21:25:05 GMT+00:00
08-05 23:20:05.831  2658 11414 D CustomInterceptor: Last-Modified Tue, 04 Aug 2020 21:33:58 GMT
08-05 23:20:05.831  2658 11414 D CustomInterceptor: Server AmazonS3
08-05 23:20:05.831  2658 11414 D CustomInterceptor: x-amz-id-2 wne6NNWwn08ntKiKKy9kUukC8PyYkR/ZQjdI2daB9u3xPvfEXggbnrzXM/bpIcjfZt7xqxMiHNE=
08-05 23:20:05.831  2658 11414 D CustomInterceptor: x-amz-request-id 8C96FD80B0A0B0DD
08-05 23:20:05.831  2658 11414 D CustomInterceptor: CACHEABLE true
08-05 23:20:05.831  2658 11414 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-05 23:20:05.831  2658 11414 D CustomInterceptor: REQ_SERV_BY net
08-05 23:20:05.831  2658 11414 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-05 23:20:05.843  2658 11416 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 23:20:05.851  2658 11412 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 23:20:05.853  2658 11412 D CustomInterceptor: HEADER RESPONSE
08-05 23:20:05.853  2658 11412 D CustomInterceptor: Accept-Ranges bytes
08-05 23:20:05.853  2658 11412 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 23:20:05.853  2658 11412 D CustomInterceptor: Content-Length 145
08-05 23:20:05.853  2658 11412 D CustomInterceptor: Content-Type image/png
08-05 23:20:05.853  2658 11412 D CustomInterceptor: Date Wed, 05 Aug 2020 21:20:02 GMT
08-05 23:20:05.853  2658 11412 D CustomInterceptor: ETag "b48046b4e0d289b5a850262f03eb2d2d"
08-05 23:20:05.853  2658 11412 D CustomInterceptor: Expires Wed, 05 Aug 2020 21:25:05 GMT+00:00
08-05 23:20:05.853  2658 11412 D CustomInterceptor: Last-Modified Tue, 04 Aug 2020 17:26:48 GMT
08-05 23:20:05.854  2658 11412 D CustomInterceptor: Server AmazonS3
08-05 23:20:05.854  2658 11412 D CustomInterceptor: x-amz-id-2 nDiDQANtDNVqEPucOfLtnn1Sx7gr+QY+8aAbQ7XZXU86Z7PKjjK674CpOsLT5+9Veg1xKpYxLtE=
08-05 23:20:05.854  2658 11412 D CustomInterceptor: x-amz-request-id 6Z1W4S4Z6X7N1J4P
08-05 23:20:05.857  2658 11412 D CustomInterceptor: CACHEABLE true
08-05 23:20:05.857  2658 11412 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-05 23:20:05.857  2658 11412 D CustomInterceptor: REQ_SERV_BY net
08-05 23:20:05.857  2658 11412 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-05 23:20:05.858  2658 11414 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 23:20:05.863  2658 11415 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 23:20:05.880  2658 11412 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 23:20:15.252  2658 11416 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-05 23:20:15.253  2658 11416 D CustomInterceptor: HEADER REQUEST
08-05 23:20:15.253  2658 11416 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:15.253  2658 11416 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '11', toString = 'LruCache[maxSize=100,hits=8,misses=11,hitRate=42%]', 
08-05 23:20:15.253  2658 11416 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:15.274  2658 11414 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-05 23:20:15.276  2658 11414 D CustomInterceptor: HEADER REQUEST
08-05 23:20:15.276  2658 11414 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:15.276  2658 11414 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '12', toString = 'LruCache[maxSize=100,hits=8,misses=12,hitRate=40%]', 
08-05 23:20:15.276  2658 11414 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:15.279  2658 11412 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:20:15.279  2658 11409 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:20:15.280  2658 11409 D CustomInterceptor: HEADER REQUEST
08-05 23:20:15.280  2658 11412 D CustomInterceptor: HEADER REQUEST
08-05 23:20:15.280  2658 11412 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:15.280  2658 11409 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:15.280  2658 11409 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '13', toString = 'LruCache[maxSize=100,hits=8,misses=13,hitRate=38%]', 
08-05 23:20:15.280  2658 11409 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:15.281  2658 11412 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '14', toString = 'LruCache[maxSize=100,hits=8,misses=14,hitRate=36%]', 
08-05 23:20:15.281  2658 11412 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:15.298  2658 11410 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:20:15.298  2658 11411 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:20:15.298  2658 11411 D CustomInterceptor: HEADER REQUEST
08-05 23:20:15.298  2658 11410 D CustomInterceptor: HEADER REQUEST
08-05 23:20:15.298  2658 11411 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:15.298  2658 11410 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
